"quarter","quarter_date","receiving_country","sending_country","amount_usd","total_cost_pct","mto_cost_pct","bank_cost_pct","fee_pct","fx_margin_pct","total_cost_pct_500","num_services","pct_digital"
"2019Q4",2019-10-01,"Bangladesh","Bahrain",200,3.06,3.06,NA,1.65,1.41,2.062,17,23.5
"2019Q4",2019-10-01,"Bangladesh","Italy",200,2.952,2.952,NA,2.795,0.156,1.393,20,35
"2019Q4",2019-10-01,"Bangladesh","Kuwait",200,2.918,2.918,NA,1.633,1.284,1.992,12,50
"2019Q4",2019-10-01,"Bangladesh","Malaysia",200,2.908,1.386,7.04,2.037,0.872,1.772,26,50
"2019Q4",2019-10-01,"Bangladesh","Oman",200,3.725,3.725,NA,2.697,1.027,2.091,11,9.1
"2019Q4",2019-10-01,"Bangladesh","Pakistan",200,15.286,7.555,17.494,15.701,-0.416,6.577,9,0
"2019Q4",2019-10-01,"Bangladesh","Qatar",200,5.748,5.91,4.29,2.301,3.447,4.369,10,30
"2019Q4",2019-10-01,"Bangladesh","Saudi Arabia",200,3.563,3.552,3.59,2.434,1.129,2.106,7,0
"2019Q4",2019-10-01,"Bangladesh","Singapore",200,2.168,1.895,3.415,1.455,0.713,1.38,16,25
"2019Q4",2019-10-01,"Bangladesh","United Arab Emirates",200,2.029,2.029,NA,2.004,0.024,0.863,9,11.1
"2019Q4",2019-10-01,"Bangladesh","United Kingdom",200,3.982,3.937,5.08,3.558,0.424,1.798,25,52
"2019Q4",2019-10-01,"Bangladesh","United States",200,4.196,4.187,4.32,2.783,1.414,2.689,14,57.1
"2019Q4",2019-10-01,"India","Australia",200,4.688,3.745,7.22,3.102,1.585,2.902,41,56.1
"2019Q4",2019-10-01,"India","Bahrain",200,3.544,3.698,2.16,1.657,1.887,2.556,20,20
"2019Q4",2019-10-01,"India","Canada",200,5.565,4.104,8.326,4.421,1.144,3.211,26,73.1
"2019Q4",2019-10-01,"India","France",200,5.87,4.693,12.22,4.362,1.508,3.723,16,62.5
"2019Q4",2019-10-01,"India","Germany",200,6.371,5.816,6.222,3.576,2.795,4.44,22,63.6
"2019Q4",2019-10-01,"India","Italy",200,3.424,3.887,0.877,2.538,0.886,2.182,26,53.8
"2019Q4",2019-10-01,"India","Japan",200,11.657,6.726,18.232,10.176,1.48,5.79,28,64.3
"2019Q4",2019-10-01,"India","Kuwait",200,2.469,2.469,NA,1.581,0.888,1.574,13,46.2
"2019Q4",2019-10-01,"India","Malaysia",200,3.109,2.981,4.195,1.423,1.686,2.298,19,42.1
"2019Q4",2019-10-01,"India","New Zealand",200,5.834,3.962,8.557,4.104,1.73,3.433,27,51.9
"2019Q4",2019-10-01,"India","Oman",200,3.888,4.024,2.53,2.696,1.192,2.255,11,9.1
"2019Q4",2019-10-01,"India","Qatar",200,5.038,5.597,3.173,2.242,2.795,3.712,13,30.8
"2019Q4",2019-10-01,"India","Saudi Arabia",200,5.367,5.548,4.915,3.057,2.31,3.537,7,0
"2019Q4",2019-10-01,"India","Singapore",200,1.978,2.005,1.911,1.071,0.907,1.4,24,54.2
"2019Q4",2019-10-01,"India","South Africa",200,15.59,14.415,19.115,12.102,3.487,10.694,8,50
"2019Q4",2019-10-01,"India","Sweden",200,5.774,6.069,4.742,2.918,2.856,4.145,18,66.7
"2019Q4",2019-10-01,"India","Thailand",200,12.766,5.941,16.441,11.396,1.37,6.002,20,35
"2019Q4",2019-10-01,"India","United Arab Emirates",200,2.325,2.752,-0.093,2.118,0.207,1.274,20,25
"2019Q4",2019-10-01,"India","United Kingdom",200,3.782,3.133,5.404,2.518,1.263,2.274,35,57.1
"2019Q4",2019-10-01,"India","United States",200,2.803,3.051,1.468,1.924,0.879,1.789,30,76.7
"2019Q4",2019-10-01,"Nepal","Malaysia",200,3.215,3.167,3.89,1.617,1.599,2.291,15,40
"2019Q4",2019-10-01,"Nepal","Oman",200,4.387,4.387,NA,2.962,1.424,2.594,9,11.1
"2019Q4",2019-10-01,"Nepal","Qatar",200,4.237,4.385,2.32,2.396,1.841,2.802,14,28.6
"2019Q4",2019-10-01,"Nepal","Saudi Arabia",200,4.209,4.33,3.905,2.6,1.609,2.65,7,0
"2019Q4",2019-10-01,"Nepal","United Arab Emirates",200,3.532,2.934,8.015,2.749,0.783,1.903,17,11.8
"2019Q4",2019-10-01,"Nepal","United Kingdom",200,6.229,6.229,NA,3.488,2.742,4.265,13,30.8
"2019Q4",2019-10-01,"Nepal","United States",200,4.333,4.251,5.73,2.609,1.724,2.934,18,61.1
"2019Q4",2019-10-01,"Philippines","Australia",200,4.681,4.5,7.575,3.197,1.484,2.929,34,44.1
"2019Q4",2019-10-01,"Philippines","Canada",200,5.616,5.063,7.828,4.35,1.266,3.054,25,56
"2019Q4",2019-10-01,"Philippines","Italy",200,4.943,4.713,5.59,3.786,1.158,2.691,32,34.4
"2019Q4",2019-10-01,"Philippines","Japan",200,9.371,6.055,14.583,7.9,1.472,5.006,36,52.8
"2019Q4",2019-10-01,"Philippines","Kuwait",200,2.804,2.795,2.89,1.798,1.005,1.785,11,45.5
"2019Q4",2019-10-01,"Philippines","Malaysia",200,3.529,2.517,6.565,2.179,1.35,2.282,24,37.5
"2019Q4",2019-10-01,"Philippines","New Zealand",200,6.003,4.78,10.282,4.299,1.704,3.464,27,51.9
"2019Q4",2019-10-01,"Philippines","Qatar",200,4.414,4.503,3.875,2.437,1.976,2.954,14,28.6
"2019Q4",2019-10-01,"Philippines","Saudi Arabia",200,4.065,4.37,2.54,3.15,0.915,2.177,6,0
"2019Q4",2019-10-01,"Philippines","Singapore",200,2.188,2.164,2.338,1.535,0.653,1.309,37,35.1
"2019Q4",2019-10-01,"Philippines","Spain",200,3.902,3.902,NA,2.684,1.218,2.418,17,58.8
"2019Q4",2019-10-01,"Philippines","United Arab Emirates",200,2.597,2.723,0.34,2.554,0.044,1.066,19,10.5
"2019Q4",2019-10-01,"Philippines","United Kingdom",200,4.888,4.972,3.34,4.123,0.765,2.465,39,59
"2019Q4",2019-10-01,"Philippines","United States",200,4.079,4.14,3.29,2.443,1.636,2.778,47,72.3
"2020Q1",2020-01-01,"Bangladesh","Bahrain",200,2.996,2.996,NA,1.648,1.348,1.968,17,23.5
"2020Q1",2020-01-01,"Bangladesh","India",200,0.375,0.375,NA,0,0.375,0.375,2,100
"2020Q1",2020-01-01,"Bangladesh","Italy",200,2.914,2.978,1.69,2.796,0.118,1.383,20,35
"2020Q1",2020-01-01,"Bangladesh","Kuwait",200,1.892,1.892,NA,1.474,0.418,1.054,12,50
"2020Q1",2020-01-01,"Bangladesh","Malaysia",200,2.826,1.29,6.472,2.021,0.804,1.709,27,51.9
"2020Q1",2020-01-01,"Bangladesh","Oman",200,3.804,3.804,NA,2.697,1.106,2.17,11,9.1
"2020Q1",2020-01-01,"Bangladesh","Pakistan",200,18.578,13.776,21.579,18.122,0.456,8.69,13,0
"2020Q1",2020-01-01,"Bangladesh","Qatar",200,3.755,3.9,2.45,2.301,1.454,2.376,10,30
"2020Q1",2020-01-01,"Bangladesh","Saudi Arabia",200,3.367,3.572,2.855,2.434,0.933,1.91,7,0
"2020Q1",2020-01-01,"Bangladesh","Singapore",200,1.779,1.46,3.277,1.293,0.486,1.078,18,33.3
"2020Q1",2020-01-01,"Bangladesh","United Arab Emirates",200,1.851,1.851,NA,2.152,-0.301,0.598,9,11.1
"2020Q1",2020-01-01,"Bangladesh","United Kingdom",200,3.425,3.397,4.11,3.156,0.27,1.638,25,52
"2020Q1",2020-01-01,"Bangladesh","United States",200,3.434,3.365,4.26,2.805,0.628,1.918,13,53.8
"2020Q1",2020-01-01,"India","Australia",200,4.298,3.136,7.222,3.208,1.09,2.442,40,55
"2020Q1",2020-01-01,"India","Bahrain",200,3.868,3.961,3.03,1.657,2.211,2.9,20,20
"2020Q1",2020-01-01,"India","Canada",200,5.137,4.331,6.658,4.42,0.716,2.783,26,73.1
"2020Q1",2020-01-01,"India","France",200,6.774,5.487,12.35,4.452,2.322,4.522,16,62.5
"2020Q1",2020-01-01,"India","Germany",200,6.527,6.007,5.518,3.65,2.877,4.542,21,61.9
"2020Q1",2020-01-01,"India","Italy",200,3.195,3.628,1.292,2.391,0.804,2.037,27,55.6
"2020Q1",2020-01-01,"India","Japan",200,11.414,6.369,18.14,10.279,1.134,5.487,28,64.3
"2020Q1",2020-01-01,"India","Kuwait",200,2.175,2.175,NA,1.438,0.738,1.36,13,46.2
"2020Q1",2020-01-01,"India","Malaysia",200,2.312,2.175,3.087,1.452,0.86,1.484,20,45
"2020Q1",2020-01-01,"India","New Zealand",200,5.705,3.865,8.312,3.741,1.964,3.459,29,58.6
"2020Q1",2020-01-01,"India","Oman",200,4.265,4.455,2.36,2.695,1.569,2.633,11,9.1
"2020Q1",2020-01-01,"India","Qatar",200,4.535,4.901,3.313,2.245,2.29,3.208,13,30.8
"2020Q1",2020-01-01,"India","Saudi Arabia",200,5.01,5.424,3.975,3.056,1.954,3.177,7,0
"2020Q1",2020-01-01,"India","Singapore",200,1.734,1.758,1.682,0.886,0.848,1.264,28,60.7
"2020Q1",2020-01-01,"India","South Africa",200,14.688,13.09,19.48,10.914,3.774,10.359,8,50
"2020Q1",2020-01-01,"India","Sweden",200,6.591,6.601,6.553,3.18,3.411,5.088,18,66.7
"2020Q1",2020-01-01,"India","Thailand",200,15.198,4.771,20.812,11.379,3.819,8.444,20,35
"2020Q1",2020-01-01,"India","United Arab Emirates",200,3.038,3.398,0.993,2.118,0.92,1.986,20,25
"2020Q1",2020-01-01,"India","United Kingdom",200,3.59,2.986,5.268,2.735,0.855,1.999,34,55.9
"2020Q1",2020-01-01,"India","United States",200,2.922,3.182,1.338,2.114,0.807,1.876,28,78.6
"2020Q1",2020-01-01,"Nepal","India",200,1.45,1.45,NA,0,1.45,1.45,1,100
"2020Q1",2020-01-01,"Nepal","Malaysia",200,3.034,2.963,3.53,1.679,1.355,2.092,16,43.8
"2020Q1",2020-01-01,"Nepal","Oman",200,4.767,4.767,NA,2.963,1.803,2.972,9,11.1
"2020Q1",2020-01-01,"Nepal","Qatar",200,4.754,4.937,2.37,2.396,2.357,3.319,14,28.6
"2020Q1",2020-01-01,"Nepal","Saudi Arabia",200,4.217,4.72,2.96,2.6,1.617,2.663,7,0
"2020Q1",2020-01-01,"Nepal","United Arab Emirates",200,3.951,3.353,8.435,2.747,1.204,2.328,17,11.8
"2020Q1",2020-01-01,"Nepal","United Kingdom",200,6.833,6.833,NA,3.679,3.154,4.652,13,30.8
"2020Q1",2020-01-01,"Nepal","United States",200,4.645,4.554,6.19,2.61,2.035,3.245,18,61.1
"2020Q1",2020-01-01,"Philippines","Australia",200,4.764,4.562,7.895,3.18,1.584,3.034,33,42.4
"2020Q1",2020-01-01,"Philippines","Canada",200,5.505,5.363,6.072,4.349,1.156,2.944,25,56
"2020Q1",2020-01-01,"Philippines","Italy",200,5.137,5.072,4.804,3.655,1.482,3.053,33,36.4
"2020Q1",2020-01-01,"Philippines","Japan",200,8.995,5.653,14.246,8,0.994,4.586,36,52.8
"2020Q1",2020-01-01,"Philippines","Kuwait",200,3.345,3.201,4.79,1.761,1.585,2.348,11,45.5
"2020Q1",2020-01-01,"Philippines","Malaysia",200,3.655,2.772,5.926,2.157,1.498,2.426,25,40
"2020Q1",2020-01-01,"Philippines","New Zealand",200,6.273,5.038,10.39,4.367,1.907,3.693,26,46.2
"2020Q1",2020-01-01,"Philippines","Qatar",200,4.467,4.79,2.53,2.436,2.031,3.008,14,28.6
"2020Q1",2020-01-01,"Philippines","Saudi Arabia",200,4.222,4.512,2.77,3.15,1.072,2.335,6,0
"2020Q1",2020-01-01,"Philippines","Singapore",200,2.499,2.453,2.752,1.553,0.946,1.58,39,38.5
"2020Q1",2020-01-01,"Philippines","Spain",200,4.682,4.682,NA,2.688,1.994,3.176,17,58.8
"2020Q1",2020-01-01,"Philippines","United Arab Emirates",200,2.979,3.104,0.73,2.556,0.423,1.449,19,10.5
"2020Q1",2020-01-01,"Philippines","United Kingdom",200,5.293,5.291,5.33,3.966,1.327,2.931,38,60.5
"2020Q1",2020-01-01,"Philippines","United States",200,4.497,4.615,3.448,2.482,2.015,3.173,46,73.9
"2020Q2",2020-04-01,"Bangladesh","Bahrain",200,3.253,3.253,NA,1.714,1.539,2.216,14,28.6
"2020Q2",2020-04-01,"Bangladesh","India",200,2.553,0.815,3.423,1.818,0.735,1.587,6,100
"2020Q2",2020-04-01,"Bangladesh","Italy",200,4.64,4.584,5.77,2.694,1.946,3.262,21,42.9
"2020Q2",2020-04-01,"Bangladesh","Kuwait",200,2.924,2.924,NA,1.42,1.504,2.119,10,60
"2020Q2",2020-04-01,"Bangladesh","Malaysia",200,4.026,2.816,6.75,2.087,1.94,2.883,26,53.8
"2020Q2",2020-04-01,"Bangladesh","Oman",200,4.182,4.182,NA,2.706,1.476,2.544,8,12.5
"2020Q2",2020-04-01,"Bangladesh","Pakistan",200,18.422,14.035,20.615,16.802,1.619,9.627,12,0
"2020Q2",2020-04-01,"Bangladesh","Qatar",200,3.869,4.042,2.48,2.331,1.538,2.474,9,33.3
"2020Q2",2020-04-01,"Bangladesh","Saudi Arabia",200,3.715,4.25,2.645,2.49,1.225,2.222,6,0
"2020Q2",2020-04-01,"Bangladesh","Singapore",200,1.853,1.522,3.167,1.166,0.687,1.208,17,35.3
"2020Q2",2020-04-01,"Bangladesh","United Arab Emirates",200,2.39,2.39,NA,2.159,0.231,1.138,8,12.5
"2020Q2",2020-04-01,"Bangladesh","United Kingdom",200,4.051,4.09,3.28,3.037,1.014,2.27,21,57.1
"2020Q2",2020-04-01,"Bangladesh","United States",200,3.907,3.863,4.39,2.827,1.079,2.382,12,58.3
"2020Q2",2020-04-01,"India","Australia",200,4.407,3.203,7.062,3.074,1.334,2.644,37,54.1
"2020Q2",2020-04-01,"India","Bahrain",200,3.34,3.386,2.975,1.657,1.683,2.369,18,22.2
"2020Q2",2020-04-01,"India","Canada",200,4.777,3.299,7.365,4.158,0.62,2.515,22,72.7
"2020Q2",2020-04-01,"India","France",200,6.808,5.232,11.815,4.492,2.315,4.424,13,69.2
"2020Q2",2020-04-01,"India","Germany",200,5.678,4.512,6.255,3.639,2.039,3.725,20,65
"2020Q2",2020-04-01,"India","Italy",200,3.46,3.833,1.592,2.364,1.095,2.274,24,58.3
"2020Q2",2020-04-01,"India","Japan",200,12.337,6.542,19.869,11.118,1.219,5.875,23,65.2
"2020Q2",2020-04-01,"India","Kuwait",200,3.392,3.392,NA,1.385,2.007,2.607,11,54.5
"2020Q2",2020-04-01,"India","Malaysia",200,2.464,2.275,3.47,1.492,0.972,1.627,19,47.4
"2020Q2",2020-04-01,"India","New Zealand",200,5.846,3.906,8.434,3.82,2.027,3.587,28,60.7
"2020Q2",2020-04-01,"India","Oman",200,3.981,4.285,1.55,2.409,1.572,2.58,9,11.1
"2020Q2",2020-04-01,"India","Qatar",200,4.411,4.602,3.837,2.261,2.15,3.058,12,33.3
"2020Q2",2020-04-01,"India","Saudi Arabia",200,5.173,5.962,3.595,2.983,2.19,3.388,6,0
"2020Q2",2020-04-01,"India","Singapore",200,1.649,1.658,1.631,0.885,0.764,1.104,27,63
"2020Q2",2020-04-01,"India","South Africa",200,12.443,10.038,19.655,10.416,2.026,6.924,8,37.5
"2020Q2",2020-04-01,"India","Sweden",200,5.804,6.167,4.715,2.6,3.204,4.522,16,75
"2020Q2",2020-04-01,"India","Thailand",200,15.56,4.075,20.861,11.543,4.017,8.621,19,36.8
"2020Q2",2020-04-01,"India","United Arab Emirates",200,3.448,3.911,1.133,2.104,1.344,2.396,18,27.8
"2020Q2",2020-04-01,"India","United Kingdom",200,3.387,2.823,4.938,2.44,0.947,1.89,30,66.7
"2020Q2",2020-04-01,"India","United States",200,3.273,3.48,1.985,2.043,1.229,2.174,27,81.5
"2020Q2",2020-04-01,"Nepal","India",200,3.03,1.46,3.423,2.182,0.848,1.87,5,100
"2020Q2",2020-04-01,"Nepal","Malaysia",200,3.192,3.187,3.25,1.754,1.438,2.245,13,46.2
"2020Q2",2020-04-01,"Nepal","Oman",200,4.367,4.367,NA,3.046,1.321,2.524,7,14.3
"2020Q2",2020-04-01,"Nepal","Qatar",200,4.522,4.688,2.53,2.392,2.131,3.089,13,30.8
"2020Q2",2020-04-01,"Nepal","Saudi Arabia",200,3.88,4.278,3.085,2.567,1.313,2.343,6,0
"2020Q2",2020-04-01,"Nepal","United Arab Emirates",200,3.698,2.881,9.42,2.902,0.796,1.944,16,12.5
"2020Q2",2020-04-01,"Nepal","United Kingdom",200,6.63,6.63,NA,2.908,3.722,4.38,12,41.7
"2020Q2",2020-04-01,"Nepal","United States",200,4.776,4.727,5.56,2.497,2.279,3.441,17,64.7
"2020Q2",2020-04-01,"Philippines","Australia",200,4.684,4.519,9.15,3.133,1.551,2.961,28,39.3
"2020Q2",2020-04-01,"Philippines","Canada",200,4.563,4.153,6.04,3.944,0.619,2.301,23,56.5
"2020Q2",2020-04-01,"Philippines","Italy",200,4.861,4.865,4.098,3.318,1.543,2.954,33,39.4
"2020Q2",2020-04-01,"Philippines","Japan",200,8.781,5.89,14.565,7.734,1.047,4.684,30,50
"2020Q2",2020-04-01,"Philippines","Kuwait",200,2.631,2.71,2,1.686,0.946,1.676,9,55.6
"2020Q2",2020-04-01,"Philippines","Malaysia",200,3.952,3.216,5.737,2.22,1.731,2.703,24,41.7
"2020Q2",2020-04-01,"Philippines","New Zealand",200,6.297,4.903,10.478,4.303,1.995,3.759,24,54.2
"2020Q2",2020-04-01,"Philippines","Qatar",200,4.857,4.9,4.64,2.442,2.415,3.395,12,33.3
"2020Q2",2020-04-01,"Philippines","Saudi Arabia",200,4.014,4.34,2.71,3.08,0.934,2.168,5,0
"2020Q2",2020-04-01,"Philippines","Singapore",200,2.045,2.058,1.962,1.404,0.641,1.228,37,37.8
"2020Q2",2020-04-01,"Philippines","Spain",200,3.088,3.088,NA,1.918,1.17,1.996,15,66.7
"2020Q2",2020-04-01,"Philippines","United Arab Emirates",200,2.672,2.854,-0.06,2.451,0.221,1.202,16,12.5
"2020Q2",2020-04-01,"Philippines","United Kingdom",200,4.099,3.992,5.76,3.18,0.919,2.221,33,63.6
"2020Q2",2020-04-01,"Philippines","United States",200,3.505,3.607,2.68,2.199,1.306,2.336,41,80.5
"2020Q3",2020-07-01,"Bangladesh","Bahrain",200,3.403,3.403,NA,1.714,1.689,2.366,14,28.6
"2020Q3",2020-07-01,"Bangladesh","India",200,3.485,0.61,4.923,2.515,0.97,2.122,6,100
"2020Q3",2020-07-01,"Bangladesh","Italy",200,4.921,4.878,5.83,2.653,2.268,3.571,22,45.5
"2020Q3",2020-07-01,"Bangladesh","Kuwait",200,3.103,3.103,NA,1.577,1.526,2.211,10,60
"2020Q3",2020-07-01,"Bangladesh","Malaysia",200,3.497,2.133,6.564,2.031,1.465,2.402,26,57.7
"2020Q3",2020-07-01,"Bangladesh","Oman",200,4.605,4.605,NA,2.706,1.899,2.969,8,12.5
"2020Q3",2020-07-01,"Bangladesh","Pakistan",200,16.548,10.935,19.354,15.727,0.821,8.158,12,0
"2020Q3",2020-07-01,"Bangladesh","Qatar",200,3.945,3.945,NA,2.45,1.495,2.478,8,25
"2020Q3",2020-07-01,"Bangladesh","Saudi Arabia",200,4.012,4.377,3.28,2.95,1.062,2.247,6,0
"2020Q3",2020-07-01,"Bangladesh","Singapore",200,2.075,1.576,3.14,1.346,0.729,1.356,17,35.3
"2020Q3",2020-07-01,"Bangladesh","United Arab Emirates",200,2.334,2.334,NA,2.171,0.163,1.031,7,14.3
"2020Q3",2020-07-01,"Bangladesh","United Kingdom",200,4.162,4.27,2.02,2.833,1.329,2.593,21,61.9
"2020Q3",2020-07-01,"Bangladesh","United States",200,3.629,3.511,4.93,2.872,0.758,2.079,12,58.3
"2020Q3",2020-07-01,"India","Australia",200,4.344,3.013,7.63,3.219,1.125,2.481,37,56.8
"2020Q3",2020-07-01,"India","Bahrain",200,3.074,3.198,2.08,1.677,1.397,2.081,18,22.2
"2020Q3",2020-07-01,"India","Canada",200,4.956,3.367,7.736,4.159,0.797,2.693,22,72.7
"2020Q3",2020-07-01,"India","France",200,7.153,5.724,12.29,4.426,2.726,4.87,14,64.3
"2020Q3",2020-07-01,"India","Germany",200,6.479,5.093,9.802,3.812,2.667,4.424,20,65
"2020Q3",2020-07-01,"India","Italy",200,3.861,4.246,1.935,2.316,1.545,2.702,24,58.3
"2020Q3",2020-07-01,"India","Japan",200,12.782,7.034,20.831,10.529,2.253,6.676,24,66.7
"2020Q3",2020-07-01,"India","Kuwait",200,3.415,3.415,NA,1.525,1.891,2.552,11,54.5
"2020Q3",2020-07-01,"India","Malaysia",200,2.765,2.519,3.993,1.503,1.262,1.918,18,50
"2020Q3",2020-07-01,"India","New Zealand",200,5.584,3.542,8.306,3.775,1.809,3.345,28,60.7
"2020Q3",2020-07-01,"India","Oman",200,3.877,4.102,2.07,2.556,1.321,2.33,9,11.1
"2020Q3",2020-07-01,"India","Qatar",200,4.418,4.477,4.155,2.343,2.075,3.016,11,27.3
"2020Q3",2020-07-01,"India","Saudi Arabia",200,5.453,5.968,4.425,3.398,2.055,3.417,6,0
"2020Q3",2020-07-01,"India","Singapore",200,1.774,1.774,1.773,0.983,0.791,1.215,27,63
"2020Q3",2020-07-01,"India","South Africa",200,13.105,10.975,19.495,10.866,2.239,7.642,8,37.5
"2020Q3",2020-07-01,"India","Sweden",200,6.123,5.907,7.816,3.474,2.649,4.375,18,72.2
"2020Q3",2020-07-01,"India","Thailand",200,15.656,4.108,20.985,11.544,4.112,8.716,19,36.8
"2020Q3",2020-07-01,"India","United Arab Emirates",200,2.968,3.429,0.817,2.111,0.856,1.916,17,29.4
"2020Q3",2020-07-01,"India","United Kingdom",200,2.921,2.359,4.469,2.179,0.743,1.642,30,66.7
"2020Q3",2020-07-01,"India","United States",200,3.146,3.392,1.705,2.025,1.121,2.08,27,81.5
"2020Q3",2020-07-01,"Nepal","India",200,4.226,1.44,4.923,3.018,1.208,2.59,5,100
"2020Q3",2020-07-01,"Nepal","Malaysia",200,3.365,3.348,3.57,1.805,1.561,2.388,13,46.2
"2020Q3",2020-07-01,"Nepal","Oman",200,3.681,3.681,NA,3.046,0.636,1.839,7,14.3
"2020Q3",2020-07-01,"Nepal","Qatar",200,4.642,4.642,NA,2.479,2.163,3.16,12,25
"2020Q3",2020-07-01,"Nepal","Saudi Arabia",200,4.127,4.492,3.395,3.113,1.013,2.26,6,0
"2020Q3",2020-07-01,"Nepal","United Arab Emirates",200,3.883,3.138,8.725,2.785,1.097,2.278,15,13.3
"2020Q3",2020-07-01,"Nepal","United Kingdom",200,6.951,6.951,NA,3.254,3.697,4.942,12,41.7
"2020Q3",2020-07-01,"Nepal","United States",200,4.824,4.728,6.36,2.645,2.179,3.398,17,64.7
"2020Q3",2020-07-01,"Philippines","Australia",200,4.198,4.017,9.09,3.187,1.011,2.444,28,39.3
"2020Q3",2020-07-01,"Philippines","Canada",200,4.847,4.506,6.078,3.944,0.903,2.585,23,56.5
"2020Q3",2020-07-01,"Philippines","Italy",200,5.57,5.486,5.36,3.082,2.488,3.766,32,43.8
"2020Q3",2020-07-01,"Philippines","Japan",200,9.189,6.335,14.897,7.368,1.821,5.276,30,53.3
"2020Q3",2020-07-01,"Philippines","Kuwait",200,4.143,4.331,2.64,1.684,2.459,3.189,9,55.6
"2020Q3",2020-07-01,"Philippines","Malaysia",200,3.726,2.816,5.807,2.245,1.481,2.467,23,39.1
"2020Q3",2020-07-01,"Philippines","New Zealand",200,6.193,4.896,10.3,4.294,1.899,3.682,25,52
"2020Q3",2020-07-01,"Philippines","Qatar",200,4.402,4.461,3.81,2.541,1.861,2.88,11,27.3
"2020Q3",2020-07-01,"Philippines","Saudi Arabia",200,3.59,3.865,2.49,3.31,0.28,1.608,5,0
"2020Q3",2020-07-01,"Philippines","Singapore",200,2.316,2.248,2.68,1.524,0.792,1.435,38,39.5
"2020Q3",2020-07-01,"Philippines","Spain",200,4.056,4.056,NA,2.114,1.941,2.798,16,68.8
"2020Q3",2020-07-01,"Philippines","United Arab Emirates",200,3.075,3.189,1.47,2.389,0.685,1.603,15,13.3
"2020Q3",2020-07-01,"Philippines","United Kingdom",200,3.893,3.742,6.24,3.412,0.481,1.865,33,63.6
"2020Q3",2020-07-01,"Philippines","United States",200,3.638,3.661,3.49,2.312,1.326,2.397,42,78.6
"2020Q4",2020-10-01,"Bangladesh","Bahrain",200,3.326,3.326,NA,1.715,1.611,2.286,14,28.6
"2020Q4",2020-10-01,"Bangladesh","India",200,4.032,0.575,5.76,3.242,0.79,2.232,6,100
"2020Q4",2020-10-01,"Bangladesh","Italy",200,3.205,3.263,1.94,2.523,0.682,1.912,23,47.8
"2020Q4",2020-10-01,"Bangladesh","Kuwait",200,2.85,2.85,NA,1.576,1.274,1.955,10,60
"2020Q4",2020-10-01,"Bangladesh","Malaysia",200,3.974,2.239,7.661,2.071,1.903,2.848,25,56
"2020Q4",2020-10-01,"Bangladesh","Oman",200,3.975,3.975,NA,2.711,1.264,2.336,8,12.5
"2020Q4",2020-10-01,"Bangladesh","Pakistan",200,16.29,10.695,19.087,15.212,1.078,8.535,12,0
"2020Q4",2020-10-01,"Bangladesh","Qatar",200,3.973,3.973,NA,2.451,1.521,2.504,8,25
"2020Q4",2020-10-01,"Bangladesh","Saudi Arabia",200,4.042,4.013,4.085,2.736,1.306,2.404,5,0
"2020Q4",2020-10-01,"Bangladesh","Singapore",200,2.381,2.009,3.277,1.414,0.967,1.6,17,41.2
"2020Q4",2020-10-01,"Bangladesh","United Arab Emirates",200,2.283,2.283,NA,2.268,0.015,1.046,8,25
"2020Q4",2020-10-01,"Bangladesh","United Kingdom",200,3.306,3.38,2.12,2.252,1.054,1.971,17,58.8
"2020Q4",2020-10-01,"Bangladesh","United States",200,3.608,3.544,4.32,2.622,0.987,2.184,12,58.3
"2020Q4",2020-10-01,"India","Australia",200,4.788,3.434,8.082,3.197,1.591,2.934,36,58.3
"2020Q4",2020-10-01,"India","Bahrain",200,3.758,3.916,2.5,1.753,2.005,2.721,18,22.2
"2020Q4",2020-10-01,"India","Canada",200,4.479,3.53,6.259,3.63,0.85,2.532,23,73.9
"2020Q4",2020-10-01,"India","France",200,6.906,5.293,12.28,4.658,2.248,4.515,13,61.5
"2020Q4",2020-10-01,"India","Germany",200,5.487,4.705,5.95,3.755,1.733,3.447,19,63.2
"2020Q4",2020-10-01,"India","Italy",200,3.778,4.136,2.078,2.359,1.419,2.579,23,56.5
"2020Q4",2020-10-01,"India","Japan",200,12.53,6.608,20.229,11.065,1.465,6.09,23,65.2
"2020Q4",2020-10-01,"India","Kuwait",200,2.753,2.753,NA,1.467,1.285,1.922,11,54.5
"2020Q4",2020-10-01,"India","Malaysia",200,3.434,3.152,4.657,1.507,1.926,2.591,16,43.8
"2020Q4",2020-10-01,"India","New Zealand",200,5.823,3.963,8.148,3.861,1.961,3.519,27,59.3
"2020Q4",2020-10-01,"India","Oman",200,3.408,3.485,2.79,2.554,0.853,1.861,9,11.1
"2020Q4",2020-10-01,"India","Qatar",200,4.57,4.589,4.485,2.339,2.231,3.166,11,27.3
"2020Q4",2020-10-01,"India","Saudi Arabia",200,4.866,4.963,4.72,2.836,2.03,3.168,5,0
"2020Q4",2020-10-01,"India","Singapore",200,2.161,2.077,2.33,1.005,1.156,1.577,27,63
"2020Q4",2020-10-01,"India","South Africa",200,11.69,9.41,19.67,9.651,2.039,6.841,9,44.4
"2020Q4",2020-10-01,"India","Sweden",200,7.407,5.377,13.594,3.097,4.309,5.617,18,72.2
"2020Q4",2020-10-01,"India","Thailand",200,15.467,4.44,20.556,11.646,3.821,8.464,19,36.8
